"name","icono","range","tags","description"
"Premonición","adivinacion.png",9,"[Rango 9][Adivinación][Diario]","Tocas a una criatura y le otorgas la
capacidad de ver el futuro inmediato.
Durante 8 horas, el objetivo no puede
ser sorprendido y obtiene ventaja en las
pruebas de atributo, las salvaciones y
las tiradas de ataque. Además, el resto
de criaturas tiene desventaja a la hora de
atacar el objetivo del conjuro.
El conjuro finaliza prematuramente
cuando vuelves a lanzar Premonición.
"
"Prohibición","abjuracion.png",6,"[Rango 6][Abjuración][Coste 10 pr][Diario][Ritual]","Meditas durante 10 minutos y proteges un área máxima de 4 km de lado.
Durante 1 día, ninguna criatura puede
teleportarse, usar portales o viajar entre
mundos en el área.
Además, el conjuro puede infligir 5d10
puntos de daño de tipo luz u oscuridad —el que tú escojas— a todas las
criaturas que entren o finalicen su turno
dentro del área y que posean las claves:
[Celestial], [Elemental], [Feérico], [Infernal]
o [Muerto Viviente]. Puedes escoger entre
estas claves cuáles se ven afectadas y
cuáles no.
Al lanzar el conjuro puedes establecer
una palabra de paso. Cualquier criatura
que pronuncie esta palabra de paso en
el área, no se verá afectada por daño de
este conjuro.
No se puede lanzar este conjuro sobre
un área en el que ya exista otro conjuro
de Prohibición. Sin embargo, si lanzas
este conjuro en el mismo lugar durante
30 días, se vuelve permanente.
"
"Protección contra el Bien","abjuracion.png",1,"[Rango 1][Abjuración][Concentración]","Tocas a una criatura y la proteges durante 10 minutos contra las criaturas con
la clave [Bueno]. Estas criaturas tienen
desventaja en tiradas de ataque contra la
criatura protegida. Además, el objetivo
se vuelve temporalmente inmune a las
claves [Asustado], [Encantado] y [Poseído].
"
"Protección contra el Mal","abjuracion.png",1,"[Rango 1][Abjuración][Concentración]","Tocas a una criatura y la proteges durante 10 minutos contra las criaturas con
la clave [Maligno]. Estas criaturas tienen
desventaja en tiradas de ataque contra la
criatura protegida. Además, el objetivo
se vuelve temporalmente inmune a las
claves [Asustado], [Encantado] y [Poseído].
"
"Protección contra el Veneno","abjuracion.png",2,"[Rango 2][Abjuración]","Tocas a una criatura y la proteges de
los venenos durante 1 hora. El objetivo
tiene ventaja en las salvaciones en contra
de ser [Envenenado] y tendrá resistencia
al daño por veneno. Además, en el
momento del lanzamiento del conjuro,
se elimina un veneno aleatorio que aflija
al objetivo.
"
"Protección contra la Energía","abjuracion.png",3,"[Rango 3][Abjuración][Concentración]","Tocas a una criatura y le otorgas resistencia durante 1 hora a un tipo de daño
de tu elección de entre ácido, trueno,
rayo, escarcha o fuego.
"
"Protección contra la Lluvia","abjuracion.png",0,"[A Voluntad][Abjuración]","Te proteges de la lluvia y de otras
precipitaciones como la nieve o el
granizo. Tus ropas, tus pertenencias
y tú os mantendréis totalmente secos
durante 1 hora.
"
"Proteger Localización","abjuracion.png",6,"[Rango 6][Abjuración][Coste 10 pn]","Meditas durante 10 minutos para crear
una protección máxima de 500 metros
de radio que puede tener la forma que
desees.
Las puertas y pasillos del área protegida
están afectadas por los siguientes efectos:
• Todos los pasillos están protegidos
por una neblina que convierte el
área en un lugar cubierto por una
[Visibilidad Reducida].
• Todas las puertas dentro del área
están cerradas mágicamente.
Además, puedes añadir uno de los
siguientes efectos al área protegida:
• Puedes colocar el conjuro Boca
Mágica en dos lugares del área. • Puedes colocar el conjuro Luces
Danzantes en cuatro pasillos y establecer sus pautas de movimiento.
• Puedes colocar el conjuro Nube
Apestosa en dos lugares del área.
• Puedes colocar permanentemente
el conjuro Ráfaga de Viento en un
pasillo o habitación.
• Puedes colocar el conjuro Sugestión en un área de 2 metros
cuadrados de la zona protegida.
Este conjuro dura 24 horas y se puede
convertir en permanente si se lanza cada
día sobre el mismo lugar durante todo un año.
Al lanzar el conjuro puedes establecer
una palabra de paso. Cualquier criatura
que pronuncie esta palabra de paso en el
área, no se verá afectada por los efectos
de este conjuro.
Si se lanza Disipar Magia sobre un efecto, solo elimina dicho efecto.
"
"Proyección Astral","necromancia.png",9,"[Rango 9][Nigromancia][Coste 11 pr]","Te concentras durante 1 hora y proyectas
a un máximo de 8 criaturas voluntarias
y a ti hacia el Reflejo. Dejáis vuestros
cuerpos inconscientes en un estado de
animación suspendida, en la que no
tenéis necesidad de comer o respirar, y no envejecéis.
Podéis moveros con total libertad dentro del Reflejo.
Tu cuerpo astral es igual a tu cuerpo material, pero está unido al mismo por un
cordón infinito de plata que nace en tu
espalda. Si el cordón se corta —algo que
solo se puede hacer mediante métodos
muy específicos—, tu alma y tu cuerpo
se separan, matándote al instante.
El conjuro finaliza cuando utilices una
acción para cancelarlo, y todos los involucrados se despiertan en sus cuerpos.
También es posible que el conjuro
finalice de forma prematura si se emplea
un conjuro de Disipar Magia contra un
cuerpo físico o astral o si el cuerpo físico
o astral desciende a 0 PG.
Si regresas de forma prematura a tu
cuerpo, tus compañeros permanecen en
sus formas astrales y deben encontrar su
propio camino de regreso.
"
"Proyectar Imagen","ilusion.png",7,"[Rango 7][Ilusión][Concentración][Coste 5 pn]","Creas un clon ilusorio de ti en un lugar
que hayas visitado anteriormente. La ilusión es intangible y desaparece al recibir
daño o tras 24 horas.
Puedes usar una acción para mover la
ilusión hasta el doble de tu rasgo de
movimiento y hacer que gesticule, hable
y se comporte como desees.
Además, eres capaz de ver a través de
sus ojos y escuchar a través de sus oídos
como si estuvieses en ese lugar. Puedes
utilizar una acción bonus para cambiar
entre tus sentidos y los de la ilusión.
Durante el tiempo que uses los sentidos
de la ilusión quedas en estado [Cegado]
y [Ensordecido].
Si una criatura usa su acción para
examinar la ilusión, puede determinar
que es falsa superando una prueba de
Inteligencia contra la CD de tu salvación de conjuros. La interacción física
con la ilusión revela automáticamente
su naturaleza intangible. Si una criatura
descubre la naturaleza de la imagen, esta
se vuelve irrelevante para dicha criatura
y deja de percibirla.
"
"Proyectil Mágico","evocacion.png",1,"[Rango 1][Evocación]","De tus dedos surgen tres rápidos proyectiles de energía arcana. Cada proyectil
impacta a una criatura de tu elección que
puedas ver y que esté a un máximo de 48
metros de ti. Los proyectiles impactan automáticamente y cada uno inflige
1d4+1 puntos de daño místico. Debes
designar a quién o a quiénes impactan
los tres proyectiles antes de realizar
ninguna tirada.
<br><br><b>Potenciación</b>. Creas un proyectil adicional por cada rango que aumentes.
"
"Puerta Dimensional","conjuracion.png",4,"[Rango 4][Conjuración]","Te trasladas hasta otro lugar a un
máximo de 200 metros de ti. Alcanzas
un lugar que puedas ver o que puedas
describir declarando la distancia y la
dirección. Puedes llevar contigo objetos
o a una criatura que esté a un máximo de
2 metros de ti siempre que su peso no
exceda tu carga máxima.
Si llegas a un lugar ya ocupado por un
objeto o una criatura, tú y cualquier
criatura que viaje contigo sufrireis 4d6
puntos de daño místico y el conjuro no
conseguirá trasladarte.
"
"Purificar Comida y Bebida","transmutacion.png",1,"[Rango 1][Transmutación][Ritual]","Purificas toda la comida y la bebida situada a 2 metros de radio de un punto a
un máximo de 4 metros de ti. La purificación elimina venenos y enfermedades.
"
"Quitar Maldición","abjuracion.png",3,"[Rango 3][Abjuración]","Tocas a una criatura o a un objeto y
disipas todas las maldiciones que le
afectan. Si el objeto es un objeto mágico
maldito, su maldición permanece, pero
el conjuro rompe la vinculación del
portador con el objeto para que pueda
ser retirado o cancelado.
"
"Ráfaga de Viento","evocacion.png",2,"[Rango 2][Evocación][Concentración]","Provocas una fuerte ráfaga de viento
que nace de ti y se mantiene durante 1
minuto en un área de 24 metros de largo
y 4 metros de ancho en la dirección
que elijas. Cada criatura que comience
su turno en el área debe superar una
salvación de Fortaleza o ser desplazada
6 metros en la dirección que marca la ráfaga. La ráfaga dispersa el gas y extingue
las llamas desprotegidas y, con un 50%
de posibilidades, también las protegidas.
Puedes emplear una acción bonus para
cambiar la dirección hacia la que se
proyecta la ráfaga.
"
"Ralentizar","transmutacion.png",3,"[Rango 3][Transmutación][Concentración]","Escoges seis criaturas que se encuentren
dentro de un radio de 12 metros centrado en ti. Cada criatura afectada por este
conjuro puede superar una salvación de
Voluntad para disipar en ella el efecto
de ralentizar. Podrá repetir esta tirada al
final de cada uno de sus turnos.
Durante 1 minuto, las criaturas se
mueven la mitad de su movimiento,
obtienen un -2 CA, tienen desventaja en
las salvaciones de Reflejos y no pueden
emplear reacciones ni atacar más de una
vez por turno. Además, tan solo podrán
emplear la acción o la acción bonus,
pero no ambas en el mismo turno.
Si una criatura intenta lanzar un conjuro
con un tiempo de lanzamiento de 1 acción, tira 1d6. Con un 4 o más, el conjuro
no tendrá efecto hasta su próximo turno,
y dicha criatura deberá usar su acción en
ese turno para completar el conjuro. Si
no puede, el conjuro se pierde.
"
"Rayo Abrasador","evocacion.png",2,"[Rango 2][Evocación]","Lanzas tres rayos de fuego contra tus
enemigos. Cada rayo toma como objetivo a una criatura de tu elección que
puedas ver y que esté a un máximo de 48
metros de ti. Haz un ataque de conjuro
a distancia por cada rayo, si impacta
realiza 2d6 puntos de daño de fuego.
<br><br><b>Potenciación</b>. Creas un rayo adicional
por cada rango que aumentes.
"
"Rayo de Escarcha","evocacion.png",0,"[A Voluntad][Evocación]","Un gélido rayo escarchado sale disparado
hacia una criatura situada a un máximo
de 24 metros de ti. Realiza una tirada de
ataque de conjuro a distancia contra la
criatura. Si impactas, sufre 1d4 puntos
de daño de escarcha y queda [Frenado]
hasta tu próximo turno.
El daño aumenta 1d4 cuando subes al
nivel 3 (2d4), al nivel 6 (3d4) y al nivel
9 (4d4).
"
"Rayo de Fuego","evocacion.png",0,"[A Voluntad][Evocación]","Un ardiente rayo de fuego sale disparado
hacia una criatura situada a un máximo
de 36 metros de ti. Realiza una tirada de
ataque de conjuro a distancia contra la
criatura. Si impactas, sufre 1d8 puntos
de daño de fuego.
El daño aumenta 1d8 cuando subes al
nivel 3 (2d8), al nivel 6 (3d8) y al nivel 9 (4d8).
"
"Rayo Debilitador","necromancia.png",2,"[Rango 2][Nigromancia][Concentración]","Señalas una criatura situada a un máximo de 24 metros de ti y haces surgir de
tu dedo un rayo de energía oscura que
lo debilita. Realiza una tirada de ataque
de conjuro a distancia contra el objetivo.
Si logras impactar, el objetivo realiza la
mitad de daño al emplear ataques basados Fuerza como modificador durante
1 minuto. Al finalizar cada uno de sus
turnos, el objetivo puede realizar una
salvación de Fortaleza para hacer que el
conjuro finalice.
"
"Rayo Guiado","evocacion.png",1,"[Rango 1][Evocación]","Golpeas con un destello de luz a una
criatura situada a un máximo de 48 metros de ti. Realiza un ataque de conjuro
a distancia contra el objetivo. Si aciertas,
la criatura sufre 4d6 puntos de daño de
luz y el siguiente ataque realizado contra
ella obtiene ventaja, gracias al residuo
luminoso que se adhiere a ella. Este residuo desaparece tras finalizar tu siguiente
turno o después de que la criatura reciba un ataque.
<br><br><b>Potenciación</b>. Incrementas el daño 1d6
por cada rango que aumentes.
"
"Rayo Relampagueante","evocacion.png",3,"[Rango 3][Evocación]","Descargas una fuerte corriente de
relámpagos que forma una línea de 40
metros de largo y 2 metros de ancho
desde ti hasta una dirección que elijas.
Cada criatura en la línea sufre 8d6 puntos de daño de rayo, o la mitad del daño
si superan una salvación de Reflejos.
<br><br><b>Potenciación</b>. Incrementas el daño 1d6
por cada rango que aumentes.
"
"Rayo Solar","evocacion.png",6,"[Rango 6][Evocación][Concentración]","Lanzas desde tu mano un intenso rayo
de luz en una línea de 24 metros de largo
y 2 metros de ancho. Cada criatura en el
área del rayo sufre 6d8 puntos de daño
radiante y obtiene el estado [Cegado]
hasta el final de su siguiente turno.
Las criaturas afectadas pueden intentar
superar una salvación de Fortaleza para
sufrir la mitad del daño y no quedar en estado [Cegado]. Las criaturas con las
claves [Cieno] o [Muerto Viviente] tienen
desventaja en esta salvación.
Durante 1 minuto, tu mano se ilumina
con luz solar y emite una luz resplandeciente en un radio de 12 metros y
luz tenue en los siguientes 12 metros.
Además, durante este tiempo, puedes
emplear una acción para lanzar un nuevo
rayo como parte de este mismo conjuro.
"
"Reanimar a los Muertos","necromancia.png",3,"[Rango 3][Nigromancia]","Durante 1 minuto te concentras en los
huesos o los restos del cadáver de una
criatura [Humanoide] que no tenga las
claves [Grande], [Enorme] o [Gigantesco] y
que esté a un máximo de 4 metros de ti.
Tu conjuro insufla una infame imitación
de la vida al objetivo, convirtiéndolo
en una criatura [Muerto Viviente]. Si has
tocado una pila de huesos el objetivo
se transforma en un esqueleto, si es un
cadáver en un zombi.
En cada uno de tus turnos puedes
utilizar una acción bonus para dar una
orden mental a todas las criaturas creadas por este conjuro que se encuentren
en un radio de 24 metros de ti. Si no
emites ninguna orden, estas criaturas
solo actuarán en defensa propia contra
criaturas hostiles. Una vez que le das
una orden a la criatura, esta no para
hasta completarla.
La criatura está bajo tu control durante
24 horas, que puedes ampliar otras 24
horas si lanzas de nuevo este conjuro.
Este uso del conjuro renueva tu control
sobre 4 criaturas que hayas animado
anteriormente, en vez de animar una nueva.
<br><br><b>Potenciación</b>. Reanimas o afirmas el
control sobre otras dos criaturas adicionales por cada rango que aumentes.
"
"Recado","evocacion.png",3,"[Rango 3][Evocación]","Envías un mensaje de 25 palabras como
máximo a una criatura que conoces. Sin
importar donde esté, la criatura escucha
el mensaje en su mente con la impronta
de tu voz y puede responder de igual
manera inmediatamente. Este conjuro
permite a criaturas con Inteligencia
superior a 5 entender el significado de tu mensaje.
"
"Reencarnar","transmutacion.png",5,"[Rango 5][Transmutación][Coste 10 pr][Diario]","Meditas durante 1 hora, tocando a un
[Humanoide] muerto. Siempre que la
criatura no lleve más de 10 días muerta,
el conjuro forma un nuevo cuerpo
adulto para ella y convoca a su alma
para que entre en su interior. Si el alma
del objetivo no es libre o no quiere ser
reencarnada, el conjuro falla.
Determina aleatoriamente la apariencia
del nuevo cuerpo, ayudándote de las
tablas del Capítulo 3. Además, el nuevo
cuerpo tiene un 50% de posibilidades de
pertenecer al género opuesto.
La criatura reencarnada recuerda su vida
anterior y mantiene todos los rasgos
presentes en su ficha.
"
"Regenerar","transmutacion.png",7,"[Rango 7][Transmutación][Coste 1 pr]","Tocas a una criatura y revitalizas su cuerpo. La criatura recupera 4d8 + 15 PG.
Durante 1 hora, el objetivo recupera 1
PG al inicio de cada uno de sus turnos.
Tras 2 minutos, los miembros del cuerpo que hayan sido cercenados vuelven a crecer.
"
"Remendar","transmutacion.png",0,"[A Voluntad][Transmutación]","Con este conjuro puedes reparar una rotura o rasgadura en un objeto que toques durante 1 minuto. Siempre y cuando la
rotura o rasgadura no sea mayor de 30
centímetros de lado, la arreglas, y no
queda rastro alguno del daño anterior.
"
"Remover la Tierra","transmutacion.png",6,"[Rango 6][Transmutación]","Meditas 10 minutos y eliges un área de
un máximo de 16 metros de lado, y a una
distancia máxima de 48 metros. Puedes
modelar la arena y la arcilla del área de la
forma en la que quieras.
La transformación es lenta, por lo
que las criaturas en el área no sufrirán
perjuicio si se alejan. Tras finalizar los
10 minutos de transformación, la nueva
forma dura 2 horas.
Las plantas y las piedras se mueven
junto con la arena.
"
"Resistencia","abjuracion.png",0,"[A Voluntad][Abjuración][Concentración]","Tocas una criatura que se preste voluntaria. Cuando la criatura haga una
salvación, puede elegir añadir 1d4 al
resultado antes o después de realizar la
tirada. El conjuro finaliza al transcurrir
1 minuto o tras ser usado.
"
"Respiración Acuática","transmutacion.png",3,"[Rango 3][Transmutación][Ritual]","Concedes la habilidad de respirar bajo
el agua durante 24 horas a un máximo
de 10 criaturas que puedas ver y que no
estén a más de 12 metros de ti.
"
"Restablecimiento Mayor","abjuracion.png",5,"[Rango 5][Abjuración][Coste 1 pr]","Tocas a una criatura, deshaciendo cualquier efecto pernicioso o debilitante que
tuviera. Escoge uno de los siguientes
efectos:
• Elimina un efecto que impone al
objetivo los estados [Encantado] o
[Petrificado].
• Elimina una maldición.
• Reduce un nivel de agotamiento.
• Restaura las puntuaciones de
atributo mermadas por efectos y
conjuros.
• Restaura los PG máximos mermados por efectos y conjuros.
"
"Restablecimiento Menor","abjuracion.png",2,"[Rango 2][Abjuración]","Tocas a una criatura y finalizas una
enfermedad o una de las siguientes claves: [Cegado], [Ensordecido], [Envenenado]
o [Paralizado].
"
"Resurrección","necromancia.png",7,"[Rango 7][Nigromancia][Coste 10 pr][Extenuante]","Tocas cualquier criatura muerta hace
como mucho un siglo, que no sea
[Muerto Viviente] ni haya muerto por la
vejez. El objetivo vuelve a la vida con
todos sus PG siempre y cuando su
ánima se encuentre en Otromundo y
desee volver.
Aunque el resucitado ya no está afectado
por venenos ni enfermedades comunes,
sigue sujeto a las maldiciones y efectos
mágicos que tuviera en el momento de morir.
Además, el resucitado obtiene un penalizador de -5 a todas las tiradas de ataque,
salvaciones y pruebas de atributo. Tras
cada descanso que realice, el penalizador
disminuye en 1 punto hasta desaparecer.
"
"Resurrección Verdadera","necromancia.png",9,"[Rango 9][Nigromancia][Coste 250 pr][Diario]","Tocas cualquier criatura muerta hace
como mucho dos siglos, y que no haya
muerto por vejez. El objetivo vuelve a la
vida con todos sus PG siempre y cuando
su ánima se encuentre en Otromundo y desee volver.
El resucitado ya no se ve afectado por
ningún veneno, enfermedad, amputación o maldición que le afectara al morir. El conjuro puede crear un nuevo cuerpo
para el objetivo, si es necesario.
"
"Retirada Expeditiva","transmutacion.png",1,"[Rango 1][Transmutación][Concentración]","Empleas una acción bonus para lanzar
este conjuro y realizar una maniobra
de Correr. Durante los siguientes 10
minutos, puedes usar Correr como acción bonus.
"
"Revitalizar","evocacion.png",1,"[Rango 1][Evocación][Concentración]","Empleas una acción bonus para sanar 1
PG a una criatura que puedas ver y que
no esté a más de 12 metros de ti. Al inicio de cada uno de tus turnos, la Semilla
de la Vida sana automáticamente 1 PG a
la misma criatura. Dura 1 minuto.
Este conjuro no tiene efecto sobre
criaturas con la clave [Constructo] ni
[Muerto Viviente].
<br><br><b>Potenciación</b>. Incrementas la cantidad sanada en 1 PG por cada rango que aumentes.
"
"Revivir","necromancia.png",3,"[Rango 3][Nigromancia][Coste 3 pr]","Tocas a una criatura que haya muerto
durante el último minuto. Esa criatura
vuelve a la vida con 1 PG. Este conjuro
no puede devolver la vida a criaturas
que hayan muerto de vejez, ni puede
regenerar partes del cuerpo perdidas.
"
"Revivir a los Muertos","necromancia.png",5,"[Rango 5][Nigromancia][Coste 5 pr][Diario]","Meditas durante 1 hora sobre una
criatura que estés tocando, que no sea
[Muerto Viviente] y que no haya estado
muerta más de 10 días. Si el alma de la
criatura es libre y quiere regresar a su
cuerpo, la criatura regresará a la vida
con 1 PG. Este conjuro elimina cualquier veneno y enfermedad no mágica
y cierra las heridas mortales, pero no
elimina efectos mágicos o maldiciones
ni restaura partes faltantes del cuerpo. Si
a la criatura le faltan partes del cuerpo
necesarias, el conjuro falla.
La criatura revivida sufre un penalizador
de -4 a todas las pruebas de atributo,
tiradas de ataque y salvaciones. Cada vez
que realice un descanso, el penalizador
se reduce en 1 hasta desaparecer.
"
"Rezo de Sanación","evocacion.png",2,"[Rango 2][Evocación]","Entonas un salmo curativo durante 10
minutos y escoges un máximo de seis
criaturas que puedas ver y que estén a
un máximo de 12 metros de ti. Curas
a cada objetivo tantos PG como 2d8
+ tu modificador de atributo para el
lanzamiento de conjuros. Este conjuro
no tiene efecto sobre criaturas con las
claves [Constructo] o [Muerto Viviente].
<br><br><b>Potenciación</b>. Incrementas la cantidad sanada 1d8 por cada rango que aumentes.
"
"Rociada de Color","ilusion.png",1,"[Rango 1][Ilusión]","De tus manos emergen luces deslumbrantes en un cono de 6 metros. Tira
6d10. El resultado representa los PG
totales de las criaturas afectadas de
entre las que se encuentran en el área.
Empezando por la criatura que tiene
menos PG actuales y siguiendo en orden
ascendente, cada criatura afectada por
este conjuro adopta la clave [Cegado]
hasta el final de tu próximo turno.
<br><br><b>Potenciación</b>. Afectas a 2d10 PG adicionales por cada rango que aumentes.
"
"Rociada Prismática","evocacion.png",7,"[Rango 7][Evocación]","Emites desde tu mano varios rayos de
luz multicolor, que se reparten aleatoriamente entre todas las criaturas que
se encuentren en un cono frontal de 24 metros. Por cada criatura en el área, tira
1d6 y aplica el rayo que le corresponda:
1. Amarillo. La criatura sufre 10d6
puntos de daño de rayo, o la mitad
si supera una salvación de Reflejos.
2. Rojo. La criatura sufre 10d6 puntos de daño de fuego, o la mitad si
supera una salvación de Reflejos.
3. Verde. La criatura sufre 10d6 puntos de daño de veneno, o la mitad
si supera una salvación de Reflejos.
4. Azul. La criatura sufre 10d6 puntos de daño de escarcha, o la mitad
si supera una salvación de Reflejos.
5. Violeta. La criatura queda en estado [Cegado] durante 1 minuto, si no
supera una salvación de Reflejos.
Tras 1 minuto en estado [Cegado]
debe realizar una salvación de Voluntad. Si no la supera, la criatura
es transportada a otro mundo.
6. Índigo. La criatura queda en
estado [Frenado] durante 1 minuto,
si no supera una salvación de
Reflejos. Tras 1 minuto en estado
[Frenado] debe realizar una salvación de Fortaleza. Si no la supera,
se convierte en piedra y queda en
estado [Petrificado].
"
"Sacralizar","evocacion.png",5,"[Rango 5][Evocación][Coste 10 pr][Diario]","Tocas el suelo y creas en un radio de
hasta 24 metros un área sagrada permanente donde las criaturas con las claves
[Celestial], [Elemental], [Feérico], [Infernal]
o [Muerto Viviente], o las criaturas con las
claves [Encantado] o [Poseído] afectadas
por ellas, tienen prohibido entrar. Puedes excluir cualquiera de estas claves si lo deseas.
Además, puedes agregar uno de los
siguientes efectos al área:
• Descanso eterno. Los cuerpos
enterrados en el área no pueden ser
levantados como [Muerto Viviente].
• Idiomas. Las criaturas del interior
pueden comunicarse entre sí, aunque no compartan ningún idioma.
• Luz del día. Una luz resplandeciente llena el área. La oscuridad
mágica creada por conjuros de rango menor a 5 no pueden extinguir
la luz.
• Protección de energía. Las criaturas afectadas en el área tienen
resistencia a un tipo de daño de
tu elección. No puedes escoger el
daño contundente, el perforante ni
el cortante.
• Silencio. Ningún sonido entra o
sale al interior del área.
• Valentía. Las criaturas en el área
son inmunes a la clave [Asustado].
"
"Salpicadura de Ácido","conjuracion.png",0,"[A Voluntad][Conjuración]","Arrojas ácido a una criatura que puedas
ver a un máximo de 24 metros de ti. La
criatura debe superar una salvación de
Reflejos o sufrir 1d6 puntos de daño de
ácido. Adicionalmente, puedes escoger
afectar a una segunda criatura, pero
debe estar como mucho a 2 metros de la primera.
El daño aumenta 1d6 cuando subes al
nivel 3 (2d6), al nivel 6 (3d6) y al nivel 9 (4d6).
"
"Salto","transmutacion.png",1,"[Rango 1][Transmutación]","Tocas una criatura. La distancia de salto
que puede cubrir se triplica durante 1 minuto.
"
"Sanar","evocacion.png",6,"[Rango 6][Evocación]","Eliges una criatura a un máximo de 24
metros de ti y la sanas 70 PG. Además,
elimina todas las enfermedades y
finaliza las condiciones de [Cegado] y
[Ensordecido]. Este conjuro no tiene
efecto sobre criaturas con las claves
[Constructo] o [Muerto Viviente].
<br><br><b>Potenciación</b>. Incrementa la cantidad sanada 10 PG por cada rango
que aumentes.
"
"Sanar a las Masas","evocacion.png",9,"[Rango 9][Evocación]","Una fuerte oleada de energía curativa
fluye hacia las criaturas heridas que
escojas y que estén a un máximo de 24
metros de ti. Puedes repartir hasta 700
PG entre estas criaturas. Además, también se eliminan todas las enfermedades
y los efectos que provoquen los estados
[Cegado] y [Ensordecido] en ellas.
Las criaturas con las claves [Constucto] o
[Muerto Viviente] no pueden verse afectadas por este conjuro.
"
"Sanctasanctórum Privado","abjuracion.png",4,"[Rango 4][Abjuración]","Empleas 10 minutos en hacer mágicamente segura un área situada a un
máximo de 48 metros de ti. El área es
un cubo que puede tener desde 2 a 40
metros de lado. Dura 24 horas o hasta
que usas una acción para cancelarlo.
Al lanzar el conjuro, decides que tipo de
seguridad proporciona, eligiendo algunas o todas las propiedades siguientes:
• El sonido no puede pasar a través
de la barrera del área protegida.
• La barrera del área protegida aparece oscura y neblinosa, evitando la
visión y la visión en la oscuridad a
través de ella.
• Los sensores creados por conjuros
de [Adivinación] no pueden crearse
ni pasar por el área protegida.
• Las criaturas en el área no pueden ser objetivo de conjuros de
[Adivinación].
• Nada puede teleportarse dentro o
fuera del área protegida.
• El viaje entre mundos está bloqueado en el área protegida.
Lanzar este conjuro en el mismo lugar
cada día durante un año convierte el
efecto en permanente.
<br><br><b>Potenciación</b>. Amplías el tamaño del
lado del cubo 40 metros por cada rango
que aumentes.
"
"Santuario","abjuracion.png",1,"[Rango 1][Abjuración]","Empleando una acción bonus, proteges
durante 1 minuto a una criatura que esté
a un máximo de 12 metros de ti. Cualquier criatura que ataque físicamente o
con un conjuro a la criatura protegida
debe realizar una salvación de Voluntad.
Si falla la tirada, la criatura debe escoger otro objetivo o perder el ataque o
conjuro. Los efectos de área no se ven
afectados por esta protección.
Este conjuro finaliza cuando la criatura
protegida realiza un ataque o lanza un
conjuro que afecte una criatura enemiga.
"
"Semimundo","conjuracion.png",8,"[Rango 8][Conjuración]","Creas una puerta en una superficie plana
que toques. Una vez abierta, y durante 1
hora, la puerta conduce a un semimundo con la apariencia de una habitación
cuadrada y vacía de 12 metros de lado y de alto.
Cuando el conjuro finaliza, la puerta
desaparece y todas las criaturas y objetos
que estuvieran en la habitación quedan
allí atrapados. Al lanzar este conjuro de nuevo, puedes
crear un nuevo semimundo o hacer que
la puerta conecte con un semimundo
que ya existiera, siempre y cuando hayas estado en él.
"
"Silencio","ilusion.png",2,"[Rango 2][Ilusión][Concentración][Ritual]","Creas un área de silencio de 8 metros de
radio centrada en un punto a un máximo
de 48 metros de ti. Durante 10 minutos,
no se puede crear ningún sonido dentro
del área, ni pasar a través de ella. Cualquier criatura cubierta totalmente por el
área es inmune al daño de tipo trueno,
se considera en estado [Ensordecido] y no
puede lanzar conjuros.
"
"Similitud","ilusion.png",5,"[Rango 5][Ilusión]","Cambias el aspecto de tantas criaturas
voluntarias como quieras en un radio de
12 metros durante 1 hora o hasta que
canceles el conjuro con una acción. Cada
criatura no voluntaria puede superar una
salvación de Voluntad para evitar verse
afectada por el conjuro.
Puedes aparentar cambios de tamaño de
hasta 30 centímetros. Los cambios son
una ilusión visual y no afectan a lo tangible. Una criatura puede percibir que
estás disfrazado empleando una acción
para examinar tu apariencia y superando
una prueba de Inteligencia contra la CD
de tu salvación de conjuros.
"
"Simulacro","ilusion.png",7,"[Rango 7][Ilusión][Coste 15 pr]","Empleando 12 horas de trabajo, creas
un simulacro de una criatura [Bestia] o
[Humanoide] que hayas tocado.
El simulacro es parcialmente real y está
formada de materia inerte. Es igual a la
criatura original, pero tiene la mitad de
PG máximos y no posee equipo.
Además, es amigable para ti y para
aquellos que escojas. También obedece tus órdenes.
Sin embargo, el simulacro no puede subir de nivel, ni recuperar Poder. Puedes
reparar el simulacro para que recupere
los PG perdidos empleando 6 horas y
materiales por valor de 1 pr.
Cuando el simulacro descienda a 0 PG o
lo lances de nuevo, el efecto desaparece
y el simulacro se evapora.
"
"Sin Rastro","abjuracion.png",2,"[Rango 2][Abjuración][Concentración]","Un velo de sombras y silencio emerge
de ti, cubriéndote a ti y a tus aliados
durante 1 hora. Mientras dure el conjuro, cada criatura que elijas y que esté
a un máximo de 12 metros de ti tiene
un bonificador de +10 a las pruebas de
atributo Destreza para moverse sigilosamente. Las criaturas que reciben este
bonificador no dejan rastro a su paso y
no pueden ser rastreadas excepto por
medios mágicos.
"
"Sirviente Inadvertido","conjuracion.png",1,"[Rango 1][Conjuración][Ritual]","Creas una fuerza informe que lleva
a cabo tareas sencillas bajo tu orden
durante 1 hora. El sirviente aparece en
un espacio a un máximo de 24 metros
de ti. Posee una CA de 10, 1 PG y no puede atacar.
En cada turno, puedes mandar al
sirviente moverse hasta 6 metros e
interactuar con un objeto como acción
bonus. Si mandas al sirviente llevar a
cabo una tarea que lo haría moverse a
más de 24 metros de ti o sus PG bajan a 0, el conjuro finaliza.
"
